DATE,IHLIDXUSTPSOFTDEVE
2023-07-23,83.86
2023-07-24,83.7
2023-07-25,83.62
2023-07-26,83.49
2023-07-27,83.0
2023-07-28,82.5
2023-07-29,82.3
2023-07-30,81.85
2023-07-31,81.38
2023-08-01,80.78
2023-08-02,80.19
2023-08-03,79.96
2023-08-04,79.78
2023-08-05,79.69
2023-08-06,79.52
2023-08-07,79.36
2023-08-08,79.32
2023-08-09,79.23
2023-08-10,79.15
2023-08-11,79.06
2023-08-12,78.83
2023-08-13,78.74
2023-08-14,78.69
2023-08-15,78.6
2023-08-16,78.61
2023-08-17,78.66
2023-08-18,78.75
2023-08-19,78.89
2023-08-20,78.93
2023-08-21,79.01
2023-08-22,79.16
2023-08-23,79.25
2023-08-24,79.39
2023-08-25,79.46
2023-08-26,79.55
2023-08-27,79.64
2023-08-28,79.68
2023-08-29,79.7
2023-08-30,79.72
2023-08-31,79.64
2023-09-01,79.56
2023-09-02,79.6
2023-09-03,79.64
2023-09-04,79.66
2023-09-05,79.66
2023-09-06,79.65
2023-09-07,79.69
2023-09-08,79.73
2023-09-09,79.69
2023-09-10,79.59
2023-09-11,79.5
2023-09-12,79.32
2023-09-13,79.2
2023-09-14,79.09
2023-09-15,78.83
2023-09-16,78.56
2023-09-17,78.11
2023-09-18,77.65
2023-09-19,77.27
2023-09-20,76.84
2023-09-21,76.39
2023-09-22,76.17
2023-09-23,75.9
2023-09-24,75.84
2023-09-25,75.82
2023-09-26,75.83
2023-09-27,75.87
2023-09-28,75.96
2023-09-29,75.9
2023-09-30,75.75
2023-10-01,75.68
2023-10-02,75.59
2023-10-03,75.49
2023-10-04,75.36
2023-10-05,75.23
2023-10-06,75.16
2023-10-07,75.25
2023-10-08,75.24
2023-10-09,75.19
2023-10-10,75.14
2023-10-11,75.12
2023-10-12,75.1
2023-10-13,75.11
2023-10-14,75.1
2023-10-15,75.11
2023-10-16,75.15
2023-10-17,75.2
2023-10-18,75.2
2023-10-19,75.15
2023-10-20,75.04
2023-10-21,74.75
2023-10-22,74.65
2023-10-23,74.56
2023-10-24,74.44
2023-10-25,74.37
2023-10-26,74.31
2023-10-27,74.25
2023-10-28,74.31
2023-10-29,74.21
2023-10-30,74.11
2023-10-31,73.92
2023-11-01,73.78
2023-11-02,73.63
2023-11-03,73.56
2023-11-04,73.55
2023-11-05,73.56
2023-11-06,73.55
2023-11-07,73.62
2023-11-08,73.6
2023-11-09,73.66
2023-11-10,73.63
2023-11-11,73.63
2023-11-12,73.64
2023-11-13,73.65
2023-11-14,73.63
2023-11-15,73.57
2023-11-16,73.52
2023-11-17,73.6
2023-11-18,73.54
2023-11-19,73.51
2023-11-20,73.5
2023-11-21,73.52
2023-11-22,73.55
2023-11-23,73.51
2023-11-24,73.44
2023-11-25,73.47
2023-11-26,73.43
2023-11-27,73.39
2023-11-28,73.36
2023-11-29,73.35
2023-11-30,73.21
2023-12-01,73.04
2023-12-02,72.87
2023-12-03,72.75
2023-12-04,72.62
2023-12-05,72.49
2023-12-06,72.62
2023-12-07,72.88
2023-12-08,73.1
2023-12-09,73.18
2023-12-10,73.38
2023-12-11,73.58
2023-12-12,73.75
2023-12-13,73.73
2023-12-14,73.75
2023-12-15,73.73
2023-12-16,73.88
2023-12-17,73.89
2023-12-18,73.98
2023-12-19,74.1
2023-12-20,74.18
2023-12-21,74.22
2023-12-22,74.23
2023-12-23,74.2
2023-12-24,74.2
2023-12-25,74.17
2023-12-26,74.15
2023-12-27,74.11
2023-12-28,74.09
2023-12-29,74.14
2023-12-30,74.12
2023-12-31,74.0
2024-01-01,73.82
2024-01-02,73.58
2024-01-03,73.4
2024-01-04,73.29
2024-01-05,73.15
2024-01-06,72.96
2024-01-07,72.86
2024-01-08,72.74
2024-01-09,72.69
2024-01-10,72.62
2024-01-11,72.52
2024-01-12,72.46
2024-01-13,72.47
2024-01-14,72.65
2024-01-15,72.9
2024-01-16,73.09
2024-01-17,73.28
2024-01-18,73.5
2024-01-19,73.67
2024-01-20,73.85
2024-01-21,73.73
2024-01-22,73.55
2024-01-23,73.37
2024-01-24,73.17
2024-01-25,72.89
2024-01-26,72.6
2024-01-27,72.49
2024-01-28,72.5
2024-01-29,72.52
2024-01-30,72.59
2024-01-31,72.6
2024-02-01,72.69
2024-02-02,72.85
2024-02-03,72.87
2024-02-04,72.85
2024-02-05,72.79
2024-02-06,72.71
2024-02-07,72.73
2024-02-08,72.69
2024-02-09,72.69
2024-02-10,72.63
2024-02-11,72.6
2024-02-12,72.6
2024-02-13,72.6
2024-02-14,72.59
2024-02-15,72.54
2024-02-16,72.42
2024-02-17,72.12
2024-02-18,72.09
2024-02-19,72.09
2024-02-20,72.04
2024-02-21,71.99
2024-02-22,71.96
2024-02-23,71.97
2024-02-24,72.32
2024-02-25,72.37
2024-02-26,72.42
2024-02-27,72.52
2024-02-28,72.64
2024-02-29,72.76
2024-03-01,72.87
2024-03-02,72.76
2024-03-03,72.75
2024-03-04,72.76
2024-03-05,72.75
2024-03-06,72.73
2024-03-07,72.71
2024-03-08,72.67
